# A-share price data for 600570.SH from 2026-01-01 to 2026-04-03
# Records: 59

Date,Open,High,Low,Close,Amount,PctChange
2026-01-05,30.18,30.75,29.9,30.74,438194.0,
2026-01-06,30.86,31.75,30.61,31.59,665358.0,2.7651
2026-01-07,31.52,31.52,30.82,30.96,561085.0,-1.9943
2026-01-08,30.83,31.13,30.7,30.88,321162.0,-0.2584
2026-01-09,30.86,31.28,30.69,31.26,477917.0,1.2306
2026-01-12,31.7,33.64,31.62,33.42,1116485.0,6.9098
2026-01-13,34.39,34.51,32.72,32.89,1085532.0,-1.5859
2026-01-14,32.71,36.18,32.71,35.13,2519429.0,6.8106
2026-01-15,34.3,35.84,33.9,34.24,1472286.0,-2.5334
2026-01-16,34.05,34.84,33.08,33.2,918154.0,-3.0374
2026-01-19,32.93,33.12,32.5,32.84,605198.0,-1.0843
2026-01-20,33.17,33.39,32.03,32.4,562149.0,-1.3398
2026-01-21,32.2,32.78,32.17,32.31,431269.0,-0.2778
2026-01-22,32.5,32.96,32.1,32.26,558203.0,-0.1548
2026-01-23,32.45,32.76,32.39,32.7,498265.0,1.3639
2026-01-26,32.75,32.83,31.77,32.11,549160.0,-1.8043
2026-01-27,32.39,32.92,31.85,32.66,516646.0,1.7129
2026-01-28,32.67,32.8,32.23,32.27,368714.0,-1.1941
2026-01-29,32.01,32.78,31.32,32.27,505896.0,0.0
2026-01-30,31.95,32.11,31.0,31.05,528341.0,-3.7806
2026-02-02,30.9,31.26,30.17,30.17,374438.0,-2.8341
2026-02-03,30.49,30.67,30.11,30.65,280229.0,1.591
2026-02-04,30.35,30.57,29.82,30.44,350416.0,-0.6852
2026-02-05,30.2,30.38,29.96,30.08,230294.0,-1.1827
2026-02-06,29.8,30.13,29.56,29.77,229366.0,-1.0306
2026-02-09,30.25,30.56,30.14,30.51,276194.0,2.4857
2026-02-10,30.58,31.06,30.37,30.85,265396.0,1.1144
2026-02-11,30.85,31.11,30.71,30.76,201668.0,-0.2917
2026-02-12,30.74,30.9,30.51,30.74,227803.0,-0.065
2026-02-13,30.62,30.88,30.33,30.4,228466.0,-1.1061
2026-02-24,30.58,30.68,29.93,30.02,262078.0,-1.25
2026-02-25,30.06,30.39,30.02,30.15,198258.0,0.433
2026-02-26,30.3,30.49,29.78,29.85,278729.0,-0.995
2026-02-27,29.81,30.11,29.8,30.02,205797.0,0.5695
2026-03-02,29.4,29.5,28.67,28.95,432799.0,-3.5643
2026-03-03,28.94,29.24,27.65,27.68,429248.0,-4.3869
2026-03-04,27.25,27.65,26.92,27.02,392123.0,-2.3844
2026-03-05,27.52,27.79,27.31,27.48,277403.0,1.7024
2026-03-06,27.35,27.97,27.31,27.86,197841.0,1.3828
2026-03-09,27.36,27.85,26.98,27.68,276227.0,-0.6461
2026-03-10,28.1,28.26,27.68,27.93,231254.0,0.9032
2026-03-11,27.95,28.0,27.71,27.8,234355.0,-0.4654
2026-03-12,27.75,28.08,27.66,27.85,190259.0,0.1799
2026-03-13,27.61,27.69,27.22,27.29,228477.0,-2.0108
2026-03-16,27.11,27.46,27.02,27.36,204830.0,0.2565
2026-03-17,27.76,28.17,27.54,27.56,351205.0,0.731
2026-03-18,27.45,27.63,27.19,27.52,197874.0,-0.1451
2026-03-19,27.14,27.45,27.08,27.16,196397.0,-1.3081
2026-03-20,27.2,27.29,26.1,26.1,320515.0,-3.9028
2026-03-23,25.55,25.87,24.88,25.04,339989.0,-4.0613
2026-03-24,25.57,25.68,25.05,25.43,201121.0,1.5575
2026-03-25,25.42,25.95,25.41,25.8,202382.0,1.455
2026-03-26,25.7,25.72,24.97,24.98,197816.0,-3.1783
2026-03-27,24.65,25.48,24.56,25.43,183516.0,1.8014
2026-03-30,25.04,25.6,24.98,25.59,191501.0,0.6292
2026-03-31,25.68,25.96,25.52,25.53,170442.0,-0.2345
2026-04-01,25.88,25.97,25.67,25.85,169265.0,1.2534
2026-04-02,25.71,25.72,25.25,25.36,140103.0,-1.8956
2026-04-03,25.63,25.68,25.16,25.2,120458.0,-0.6309
